cod_pedido,regiao_pais,produto,valor,quantidade,valor_total_bruto,data,estado,formapagto,centro_distribuicao,responsavelpedido,valor_comissao,lucro_liquido,categoriaprod
2933,Sul,Bola Pet Vinil Big Blue,20,4.0,80,17/09/2019,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"1,6",32,Brinquedo
2963,Norte,Penas Gatito,19,72.0,1368,24/07/2019,Tocantins,Cartao Débito,Rapid Pink,Dolores,"10,8","777,6",Brinquedo
3026,Sudeste,Roupa para Gato Petti,40,70.0,2800,17/08/2019,Piauí,Cartao Débito,Gold Beach,Cristian,"71,4","1237,6",Acessório
3035,Norte,Roupa para Cao Billaboard,29,71.0,2059,26/02/2019,Amapá,Cartao Crédito,Rapid Pink,Maria Linda,"74,55","1366,75",Acessório
3043,Centro Oeste,Roupa para Cao Billaboard,46,72.0,3312,5/3/2019,Mato Grosso do  Sul,Dinheiro,Graos Blue,Ligia,"109,44","1504,8",Acessório
3069,Centro Oeste,Vitamina E Granulado BigForce,72,72.0,5184,18/04/2019,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"207,36","2851,2",Medicamento
3077,Sudeste,Vitamina E Granulado BigForce,70,71.0,4970,16/08/2019,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"204,48","2811,6",Medicamento
3096,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,277,70.0,19390,4/2/2019,Bahia,Cartao Crédito,Gold Beach,Sonia,"828,8",11396,Medicamento
3190,Norte,Kit Banho e Tosa com Escova PetShop Caopeon,66,71.0,4686,27/09/2019,Amazonas,Dinheiro,Rapid Pink,Silvia,"237,85","3805,6",Higiene e Limpeza
3207,Sul,Kit Banho e Tosa com Escova PetShop Caopeon,66,70.0,4620,7/4/2019,Santa  Catarina,Boleto Bancário,Tree True,Vitória,238,3808,Higiene e Limpeza
3218,Centro Oeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,40,70.0,2800,9/11/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"79,8",1330,Bebedouros e Comedouros
3265,Norte,Racao Royal Canin Club Performance para Caes Adultos,204,70.0,14280,11/5/2019,Amazonas,Cartao Crédito,Rapid Pink,Silvia,"285,6",5712,Alimentacao
3377,Sudeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,6,70.0,420,2/12/2019,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"14,7",147,Petisco
3380,Sudeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,6,72.0,432,6/6/2019,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"17,28","172,8",Petisco
3430,Sudeste,Meias esportivas para caes para ambientes internos e externos,32,70.0,2240,6/2/2019,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"92,4",924,Acessório
3486,Norte,Biscoito  True Champion 300g,22,4.0,88,27/08/2019,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
3487,Norte,Biscoito  True Champion 300g,19,4.0,76,25/09/2019,Rondônia,Dinheiro,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
3489,Norte,Biscoito  True Champion 300g,19,4.0,76,3/12/2019,Roraima,Dinheiro,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
3493,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,11/4/2019,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
3494,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,9/12/2019,Distrito Federal,Pix,Graos Blue,Lucia,"2,24","44,8",Alimentacao
3499,Nordeste,Biscoito  True Champion 300g,22,4.0,88,23/11/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
3500,Nordeste,Biscoito  True Champion 300g,21,70.0,1470,23/09/2019,Pernambuco,Pix,Gold Beach,Claudio,"29,4",588,Alimentacao
3501,Sudeste,Biscoito  True Champion 300g,23,4.0,92,21/06/2019,Piauí,Pix,Gold Beach,Cristian,"1,84","36,8",Alimentacao
3502,Sudeste,Biscoito  True Champion 300g,17,4.0,68,20/01/2019,Sao Paulo,Pix,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
3505,Sudeste,Biscoito  True Champion 300g,19,4.0,76,23/12/2019,Espírito Santo,Pix,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
3506,Sul,Biscoito  True Champion 300g,16,4.0,64,13/11/2019,Paraná,Pix,Tree True,Beatriz,"1,28","25,6",Alimentacao
3510,Norte,Bola Pet Vinil Big Blue,22,71.0,1562,1/9/2019,Amapá,Cartao Débito,Rapid Pink,Maria Linda,"31,24","624,8",Brinquedo
3517,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,3/3/2019,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
3524,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,8/1/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
3526,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,11/2/2019,Piauí,Boleto Bancário,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
3531,Sul,Bola Pet Vinil Big Blue,18,71.0,1278,7/3/2019,Paraná,Boleto Bancário,Tree True,Beatriz,"25,56","511,2",Brinquedo
3533,Sul,Bola Pet Vinil Big Blue,20,4.0,80,14/04/2019,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"1,6",32,Brinquedo
3546,Nordeste,Cama média almofadada Pity,60,71.0,4260,18/10/2019,Bahia,Cartao Crédito,Gold Beach,Sonia,"41,18","2470,8",Acessório
3552,Sudeste,Cama média almofadada Pity,61,70.0,4270,1/8/2019,Sao Paulo,Cartao Crédito,Papa Léguas,Miriam,"40,6",2436,Acessório
3642,Centro Oeste,Roupa para Cao Billaboard,37,70.0,2590,10/5/2019,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"65,1","1193,5",Acessório
3746,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,25,70.0,1750,30/06/2019,Bahia,Dinheiro,Gold Beach,Sonia,"52,5",1400,Higiene e Limpeza
3762,Norte,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,31,70.0,2170,12/5/2019,Rondônia,Cartao Débito,Rapid Pink,Yuri,"21,7",1736,Higiene e Limpeza
3823,Nordeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,39,71.0,2769,14/05/2019,Maranhao,Cartao Débito,Gold Beach,Clarice,"83,07","1384,5",Bebedouros e Comedouros
3841,Centro Oeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,871,72.0,62712,18/03/2019,Goiás,Dinheiro,Graos Blue,Maria Clara,"4369,68","18727,2",Bebedouros e Comedouros
3932,Sul,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,35,72.0,2520,19/02/2019,Santa  Catarina,Cartao Crédito,Tree True,Vitória,"44,64",1116,Alimentacao
3947,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,27,72.0,1944,22/08/2019,Ceará,Cartao Crédito,Gold Beach,Neide,"60,48","604,8",Petisco
3955,Sudeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,31,72.0,2232,21/09/2019,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"64,8",648,Petisco
4005,Sudeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,38,71.0,2698,12/11/2019,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"102,24","1022,4",Petisco
4014,Norte,Meias esportivas para caes para ambientes internos e externos,33,71.0,2343,18/02/2019,Roraima,Cartao Débito,Rapid Pink,Adriana,"93,72","937,2",Acessório
4033,Sul,Meias esportivas para caes para ambientes internos e externos,31,72.0,2232,22/02/2019,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"89,28","892,8",Acessório
4066,Centro Oeste,Bandana Disney Mickey Fábrica Petti ,12,72.0,864,15/03/2019,Goiás,Dinheiro,Graos Blue,Maria Clara,"14,4",504,Acessório
4076,Sudeste,Bandana Disney Mickey Fábrica Petti ,11,70.0,770,6/2/2019,Piauí,Dinheiro,Gold Beach,Cristian,"16,8",588,Acessório
4086,Norte,Biscoito  True Champion 300g,22,4.0,88,24/01/2019,Pará,Cartao Crédito,Rapid Pink,Julia,"1,76","35,2",Alimentacao
4087,Norte,Biscoito  True Champion 300g,19,4.0,76,26/06/2019,Rondônia,Pix,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
4089,Norte,Biscoito  True Champion 300g,19,4.0,76,20/10/2019,Roraima,Boleto Bancário,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
4093,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,29/04/2019,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
4094,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,25/08/2019,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
4099,Nordeste,Biscoito  True Champion 300g,22,4.0,88,22/12/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
4100,Nordeste,Biscoito  True Champion 300g,21,70.0,1470,3/4/2019,Pernambuco,Pix,Gold Beach,Claudio,"29,4",588,Alimentacao
4101,Sudeste,Biscoito  True Champion 300g,23,4.0,92,20/04/2019,Piauí,Cartao Débito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
4102,Sudeste,Biscoito  True Champion 300g,17,4.0,68,6/2/2019,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
4105,Sudeste,Biscoito  True Champion 300g,19,4.0,76,17/01/2019,Espírito Santo,Pix,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
4106,Sul,Biscoito  True Champion 300g,16,4.0,64,8/3/2019,Paraná,Dinheiro,Tree True,Beatriz,"1,28","25,6",Alimentacao
4113,Norte,Bola Pet Vinil Big Blue,18,72.0,1296,30/03/2019,Tocantins,Cartao Débito,Rapid Pink,Dolores,"25,92","518,4",Brinquedo
4117,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,17/05/2019,Mato Grosso,Pix,Graos Blue,Andressa,"1,52","30,4",Brinquedo
4124,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,23/11/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
4126,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,4/7/2019,Piauí,Pix,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
4133,Sul,Bola Pet Vinil Big Blue,20,4.0,80,2/2/2019,Rio Grande do Sul,Pix,Tree True,Vivian,"1,6",32,Brinquedo
4148,Nordeste,Cama média almofadada Pity,60,70.0,4200,15/06/2019,Maranhao,Dinheiro,Gold Beach,Clarice,"35,7",2142,Acessório
4205,Sudeste,Mordedor de Corda Bola,12,72.0,864,12/11/2019,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"28,08","486,72",Brinquedo
4275,Nordeste,Vitamina E Granulado BigForce,62,70.0,4340,27/05/2019,Pernambuco,Boleto Bancário,Gold Beach,Claudio,182,"2502,5",Medicamento
4295,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,297,71.0,21087,24/04/2019,Alagoas,Cartao Débito,Gold Beach,Marta,"820,76","11285,45",Medicamento
4318,Centro Oeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,30,70.0,2100,11/4/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"71,4",1309,Medicamento
4349,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,25,72.0,1800,25/02/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"58,32","1555,2",Higiene e Limpeza
4355,Sudeste,Shampoo vegano para cachorro e gato de camomila 250 ml,24,72.0,1728,23/07/2019,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"37,44","1497,6",Higiene e Limpeza
4413,Norte,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,40,70.0,2800,3/4/2019,Tocantins,Boleto Bancário,Rapid Pink,Dolores,"81,9",1365,Bebedouros e Comedouros
4445,Nordeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,860,72.0,61920,8/3/2019,Alagoas,Pix,Gold Beach,Marta,"3951,36","16934,4",Bebedouros e Comedouros
4477,Sudeste,Racao Royal Canin Club Performance para Caes Adultos,208,72.0,14976,19/08/2019,Sao Paulo,Pix,Papa Léguas,Miriam,"302,4",6048,Alimentacao
4518,Centro Oeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,38,71.0,2698,9/1/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"44,02","1100,5",Alimentacao
4531,Sul,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,30,72.0,2160,4/9/2019,Paraná,Dinheiro,Tree True,Beatriz,"54,72",1368,Alimentacao
4547,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,29,71.0,2059,23/07/2019,Ceará,Cartao Crédito,Gold Beach,Neide,"61,77","617,7",Petisco
4599,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,28,70.0,1960,10/11/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"78,4",784,Petisco
4610,Norte,Meias esportivas para caes para ambientes internos e externos,33,72.0,2376,30/04/2019,Amapá,Pix,Rapid Pink,Maria Linda,"89,28","892,8",Acessório
4621,Nordeste,Meias esportivas para caes para ambientes internos e externos,32,71.0,2272,23/05/2019,Bahia,Pix,Gold Beach,Sonia,"93,72","937,2",Acessório
4625,Nordeste,Meias esportivas para caes para ambientes internos e externos,32,71.0,2272,12/2/2019,Pernambuco,Cartao Crédito,Gold Beach,Claudio,"90,88","908,8",Acessório
4629,Sudeste,Meias esportivas para caes para ambientes internos e externos,32,72.0,2304,17/06/2019,Rio de Janeiro,Cartao Débito,Papa Léguas,Antonio,"95,04","950,4",Acessório
4637,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,99,71.0,7029,13/04/2019,Rondônia,Pix,Rapid Pink,Yuri,"340,8","4089,6",Acessório
4639,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,96,72.0,6912,11/5/2019,Roraima,Cartao Débito,Rapid Pink,Adriana,"291,6","3499,2",Acessório
4644,Centro Oeste,Cama Coracao Coroa Pet Nest Almofada Lavável,82,71.0,5822,16/04/2019,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"330,15","3961,8",Acessório
4686,Norte,Biscoito  True Champion 300g,22,4.0,88,21/02/2019,Pará,Cartao Débito,Rapid Pink,Julia,"1,76","35,2",Alimentacao
4687,Norte,Biscoito  True Champion 300g,19,4.0,76,24/04/2019,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
4689,Norte,Biscoito  True Champion 300g,19,4.0,76,13/08/2019,Roraima,Boleto Bancário,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
4693,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,26/07/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
4694,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,23/11/2019,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
4699,Nordeste,Biscoito  True Champion 300g,22,4.0,88,22/10/2019,Paraíba,Pix,Gold Beach,Cristina,"1,76","35,2",Alimentacao
4701,Sudeste,Biscoito  True Champion 300g,23,4.0,92,8/3/2019,Piauí,Pix,Gold Beach,Cristian,"1,84","36,8",Alimentacao
4702,Sudeste,Biscoito  True Champion 300g,17,4.0,68,12/9/2019,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
4705,Sudeste,Biscoito  True Champion 300g,19,4.0,76,21/03/2019,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
4706,Sul,Biscoito  True Champion 300g,16,4.0,64,23/03/2019,Paraná,Dinheiro,Tree True,Beatriz,"1,28","25,6",Alimentacao
4712,Norte,Bola Pet Vinil Big Blue,21,71.0,1491,12/1/2019,Rondônia,Dinheiro,Rapid Pink,Yuri,"29,82","596,4",Brinquedo
4717,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,8/5/2019,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
4724,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,17/01/2019,Paraíba,Pix,Gold Beach,Cristina,"1,76","35,2",Brinquedo
4726,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,22/07/2019,Piauí,Cartao Débito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
4733,Sul,Bola Pet Vinil Big Blue,20,4.0,80,12/1/2019,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"1,6",32,Brinquedo
4783,Sul,Penas Gatito,15,71.0,1065,23/04/2019,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"11,36","817,92",Brinquedo
4811,Norte,Roupa para Gato Petti,46,72.0,3312,14/04/2019,Pará,Cartao Crédito,Rapid Pink,Julia,"77,76","1347,84",Acessório
4817,Centro Oeste,Roupa para Gato Petti,41,71.0,2911,18/10/2019,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"61,77","1070,68",Acessório
4818,Centro Oeste,Roupa para Gato Petti,29,72.0,2088,11/4/2019,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"90,72","1572,48",Acessório
4819,Centro Oeste,Roupa para Gato Petti,45,70.0,3150,4/12/2019,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"71,4","1237,6",Acessório
4854,Sudeste,Roupa para Cao Billaboard,37,72.0,2664,9/2/2019,Rio de Janeiro,Dinheiro,Papa Léguas,Antonio,"112,32","1544,4",Acessório
4865,Norte,Vitamina E Granulado BigForce,65,72.0,4680,11/4/2019,Amazonas,Dinheiro,Rapid Pink,Silvia,"181,44","2494,8",Medicamento
4873,Nordeste,Vitamina E Granulado BigForce,59,71.0,4189,16/03/2019,Maranhao,Cartao Débito,Gold Beach,Clarice,"204,48","2811,6",Medicamento
4947,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,21,70.0,1470,7/8/2019,Ceará,Cartao Crédito,Gold Beach,Neide,"56,7",1512,Higiene e Limpeza
5029,Sudeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,42,71.0,2982,7/1/2019,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,"91,59","1526,5",Bebedouros e Comedouros
5051,Sudeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,878,71.0,62338,21/03/2019,Piauí,Boleto Bancário,Gold Beach,Cristian,"3886,54","16656,6",Bebedouros e Comedouros
5065,Norte,Racao Royal Canin Club Performance para Caes Adultos,218,70.0,15260,29/08/2019,Amazonas,Cartao Débito,Rapid Pink,Silvia,"305,2",6104,Alimentacao
5286,Norte,Biscoito  True Champion 300g,22,4.0,88,7/1/2019,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
5287,Norte,Biscoito  True Champion 300g,19,4.0,76,24/06/2019,Rondônia,Dinheiro,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
5289,Norte,Biscoito  True Champion 300g,19,4.0,76,1/8/2019,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
5292,Centro Oeste,Biscoito  True Champion 300g,26,70.0,1820,4/7/2019,Mato Grosso,Pix,Graos Blue,Andressa,"36,4",728,Alimentacao
5293,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,11/12/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
5294,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,27/07/2019,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
5299,Nordeste,Biscoito  True Champion 300g,22,4.0,88,2/5/2019,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Alimentacao
5301,Sudeste,Biscoito  True Champion 300g,23,4.0,92,9/8/2019,Piauí,Cartao Crédito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
5302,Sudeste,Biscoito  True Champion 300g,17,4.0,68,12/3/2019,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
5305,Sudeste,Biscoito  True Champion 300g,19,4.0,76,2/11/2019,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
5306,Sul,Biscoito  True Champion 300g,16,4.0,64,4/1/2019,Paraná,Dinheiro,Tree True,Beatriz,"1,28","25,6",Alimentacao
5317,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,13/12/2019,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
5324,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,23/04/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
5326,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,25/05/2019,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
5333,Sul,Bola Pet Vinil Big Blue,20,4.0,80,20/01/2019,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"1,6",32,Brinquedo
5394,Centro Oeste,Mordedor de Corda Bola,11,70.0,770,5/6/2019,Distrito Federal,Pix,Graos Blue,Lucia,"23,1",462,Brinquedo
5407,Sul,Mordedor de Corda Bola,13,70.0,910,22/09/2019,Santa  Catarina,Pix,Tree True,Vitória,"27,3","473,2",Brinquedo
5411,Norte,Roupa para Gato Petti,39,71.0,2769,7/5/2019,Pará,Pix,Rapid Pink,Julia,"61,77","1070,68",Acessório
5462,Norte,Vitamina E Granulado BigForce,57,70.0,3990,17/08/2019,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"207,2",2849,Medicamento
5499,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,279,70.0,19530,12/4/2019,Paraíba,Boleto Bancário,Gold Beach,Cristina,756,10395,Medicamento
5513,Norte,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,36,72.0,2592,29/06/2019,Tocantins,Cartao Crédito,Rapid Pink,Dolores,"60,48","1108,8",Medicamento
5528,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,28,72.0,2016,16/02/2019,Minas Gerais,Pix,Papa Léguas,Monique,"82,08","1504,8",Medicamento
5653,Sudeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,886,72.0,63792,20/06/2019,Minas Gerais,Cartao Débito,Papa Léguas,Monique,"4147,92","17776,8",Bebedouros e Comedouros
5683,Sul,Racao Royal Canin Club Performance para Caes Adultos,218,72.0,15696,9/8/2019,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"311,04","6220,8",Alimentacao
5801,Sudeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,38,70.0,2660,3/1/2019,Piauí,Dinheiro,Gold Beach,Cristian,98,980,Petisco
5811,Norte,Meias esportivas para caes para ambientes internos e externos,31,72.0,2232,30/04/2019,Pará,Cartao Débito,Rapid Pink,Julia,"95,04","950,4",Acessório
5886,Norte,Biscoito  True Champion 300g,22,4.0,88,27/11/2019,Pará,Pix,Rapid Pink,Julia,"1,76","35,2",Alimentacao
5887,Norte,Biscoito  True Champion 300g,19,4.0,76,30/12/2019,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
5889,Norte,Biscoito  True Champion 300g,19,4.0,76,15/08/2019,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
5893,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,26/12/2019,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
5894,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,10/2/2019,Distrito Federal,Pix,Graos Blue,Lucia,"2,24","44,8",Alimentacao
5899,Nordeste,Biscoito  True Champion 300g,22,4.0,88,10/2/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
5901,Sudeste,Biscoito  True Champion 300g,23,4.0,92,10/9/2019,Piauí,Cartao Débito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
5902,Sudeste,Biscoito  True Champion 300g,17,4.0,68,10/11/2019,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
5905,Sudeste,Biscoito  True Champion 300g,19,4.0,76,28/07/2019,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
5906,Sul,Biscoito  True Champion 300g,16,4.0,64,16/01/2019,Paraná,Pix,Tree True,Beatriz,"1,28","25,6",Alimentacao
5917,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,15/09/2019,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
5924,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,27/01/2019,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Brinquedo
5926,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,27/05/2019,Piauí,Pix,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
5933,Sul,Bola Pet Vinil Big Blue,20,4.0,80,31/12/2019,Rio Grande do Sul,Pix,Tree True,Vivian,"1,6",32,Brinquedo
5963,Norte,Penas Gatito,18,70.0,1260,1/6/2019,Tocantins,Pix,Rapid Pink,Dolores,"13,3","957,6",Brinquedo
6095,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,271,70.0,18970,12/7/2019,Alagoas,Cartao Crédito,Gold Beach,Marta,"817,6",11242,Medicamento
6099,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,266,71.0,98,25/04/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"837,8","11519,75",Medicamento
6202,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,64,72.0,4608,29/06/2019,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"226,8","3628,8",Higiene e Limpeza
6261,Norte,Racao Royal Canin Club Performance para Caes Adultos,222,71.0,15762,29/04/2019,Pará,Cartao Crédito,Rapid Pink,Julia,"309,56","6191,2",Alimentacao
6309,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,36,71.0,2556,17/11/2019,Acre,Cartao Crédito,Rapid Pink,Carlos,"35,5","887,5",Alimentacao
6342,Centro Oeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,31,71.0,2201,16/08/2019,Mato Grosso,Dinheiro,Graos Blue,Andressa,"61,77","617,7",Petisco
6344,Centro Oeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,30,70.0,2100,13/04/2019,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"65,1",651,Petisco
